dataset,index,name,preset_name,n,anf_terms,method,selected_k,T,CNOT,depth,gates,explicit_ancilla,peak_ancilla,n_qubits,score,correct,time_s,abc_lut_nodes,abc_lut_max_fanin,abc_script,source_manifest,skipped,error,abc_binary
n14,0,anf_n14_0,anf_n14_0,14,11,external_ros_lut_k3,3,928,1739,1787,859,47,48,62,1128.955,True,0.8120911121368408,47,3,strash; if -K 3,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n16,23,anf_n16_23,anf_n16_23,16,88,external_ros_lut_k5,5,867488,1426701,1433271,565783,8472,8475,8489,968662.9349999999,True,1.3610148429870605,8472,5,strash; if -K 5,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n16,3,anf_n16_3,anf_n16_3,16,97,external_ros_lut_k3,3,451400,800759,812031,360631,19799,19800,19816,538817.135,True,1.2319839000701904,19799,3,strash; if -K 3,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n16,3,anf_n16_3,anf_n16_3,16,97,external_ros_lut_k4,4,655440,1111789,1121381,465941,12930,12932,12947,747255.685,True,1.2313542366027832,12930,4,strash; if -K 4,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n16,3,anf_n16_3,anf_n16_3,16,97,external_ros_lut_k5,5,914592,1507111,1514461,599869,8973,8976,8990,1021544.0449999999,True,1.4080860614776611,8973,5,strash; if -K 5,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n16,4,anf_n16_4,anf_n16_4,16,172,external_ros_lut_k3,3,522424,926511,939533,417109,22945,22946,22962,623640.5249999999,True,1.3850419521331787,22945,3,strash; if -K 3,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n16,4,anf_n16_4,anf_n16_4,16,172,external_ros_lut_k4,4,760624,1290505,1301809,541185,15092,15094,15109,867371.1849999999,True,1.4087810516357422,15092,4,strash; if -K 4,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n16,4,anf_n16_4,anf_n16_4,16,172,external_ros_lut_k5,5,1089264,1794649,1803141,713877,10616,10619,10633,1216473.845,True,1.6169540882110596,10616,5,strash; if -K 5,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n16,5,anf_n16_5,anf_n16_5,16,736,external_ros_lut_k3,3,540480,958289,971633,431153,23757,23758,23774,645213.5850000001,True,1.4329431056976318,23757,3,strash; if -K 3,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n16,5,anf_n16_5,anf_n16_5,16,736,external_ros_lut_k4,4,784048,1330615,1342441,558393,15652,15654,15669,894301.145,True,1.4554319381713867,15652,4,strash; if -K 4,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n16,5,anf_n16_5,anf_n16_5,16,736,external_ros_lut_k5,5,1119384,1843531,1852341,732957,10973,10976,10990,1250191.925,True,1.6216368675231934,10973,5,strash; if -K 5,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n16,6,anf_n16_6,anf_n16_6,16,254,external_ros_lut_k3,3,508416,901765,914423,406007,22287,22288,22304,606839.0149999999,True,1.374565839767456,22287,3,strash; if -K 3,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n16,6,anf_n16_6,anf_n16_6,16,254,external_ros_lut_k4,4,738048,1253213,1264355,526307,14680,14682,14697,841768.9149999999,True,1.4026501178741455,14680,4,strash; if -K 4,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n16,6,anf_n16_6,anf_n16_6,16,254,external_ros_lut_k5,5,1052832,1735327,1743637,690805,10233,10236,10250,1175779.685,True,1.619542121887207,10233,5,strash; if -K 5,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n16,7,anf_n16_7,anf_n16_7,16,596,external_ros_lut_k3,3,555584,983881,997255,441671,24425,24426,24442,663166.7749999999,True,1.4954249858856201,24425,3,strash; if -K 3,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n16,7,anf_n16_7,anf_n16_7,16,596,external_ros_lut_k4,4,809872,1372611,1384597,574725,16086,16088,16103,923468.6449999999,True,1.5070290565490723,16086,4,strash; if -K 4,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n16,7,anf_n16_7,anf_n16_7,16,596,external_ros_lut_k5,5,1166744,1920457,1929553,762809,11491,11494,11508,1303121.665,True,1.7010040283203125,11491,5,strash; if -K 5,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n16,8,anf_n16_8,anf_n16_8,16,38,external_ros_lut_k3,3,117712,210239,213369,95657,5056,5057,5073,140392.665,True,0.6899378299713135,5056,3,strash; if -K 3,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n16,8,anf_n16_8,anf_n16_8,16,38,external_ros_lut_k4,4,169048,287913,290363,121315,3243,3245,3260,192623.115,True,0.6960299015045166,3243,4,strash; if -K 4,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n16,8,anf_n16_8,anf_n16_8,16,38,external_ros_lut_k5,5,231584,382907,384715,153131,2188,2191,2205,258584.315,True,0.7421019077301025,2188,5,strash; if -K 5,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n16,9,anf_n16_9,anf_n16_9,16,623,external_ros_lut_k3,3,563880,999441,1013255,449375,24961,24962,24978,673474.215,True,1.5255622863769531,24961,3,strash; if -K 3,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n16,9,anf_n16_9,anf_n16_9,16,623,external_ros_lut_k4,4,822704,1396243,1408773,586069,16449,16451,16466,938448.0049999999,True,1.5417330265045166,16449,4,strash; if -K 4,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n16,9,anf_n16_9,anf_n16_9,16,623,external_ros_lut_k5,5,1183392,1949295,1958575,775183,11651,11654,11668,1321802.2550000001,True,1.7245521545410156,11651,5,strash; if -K 5,benchmark_exports/ultra_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n18,0,anf_n18_0,anf_n18_0,18,21,external_ros_lut_k3,3,7360,13405,13649,6289,334,335,353,8833.825,True,5.056875944137573,334,3,strash; if -K 3,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n18,0,anf_n18_0,anf_n18_0,18,21,external_ros_lut_k4,4,8576,14971,15167,6591,209,211,228,9890.255,True,5.049227952957153,209,4,strash; if -K 4,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n18,0,anf_n18_0,anf_n18_0,18,21,external_ros_lut_k5,5,11056,18679,18801,7745,138,141,157,12444.625,True,5.048058271408081,138,5,strash; if -K 5,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n18,1,anf_n18_1,anf_n18_1,18,1130,external_ros_lut_k3,3,2194648,3880037,3932927,1738279,96639,96640,96658,2619506.175,True,19.062922954559326,96639,3,strash; if -K 3,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n18,1,anf_n18_1,anf_n18_1,18,1130,external_ros_lut_k4,4,3223488,5456747,5505463,2281975,63891,63893,63910,3674945.5749999997,True,17.329983949661255,63891,4,strash; if -K 4,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n18,1,anf_n18_1,anf_n18_1,18,1130,external_ros_lut_k5,5,4708408,7744749,7781673,3073265,47204,47207,47223,5260069.705,True,17.096249103546143,47204,5,strash; if -K 5,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n18,10,anf_n18_10,anf_n18_10,18,558,external_ros_lut_k3,3,2225232,3935621,3989235,1764003,97869,97870,97888,2655875.3949999996,True,11.23731780052185,97869,3,strash; if -K 3,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n18,10,anf_n18_10,anf_n18_10,18,558,external_ros_lut_k4,4,3267008,5531749,5580865,2313857,64642,64644,64661,3724417.505,True,11.24204397201538,64642,4,strash; if -K 4,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n18,10,anf_n18_10,anf_n18_10,18,558,external_ros_lut_k5,5,4788216,7876499,7914115,3125899,47645,47648,47664,5348542.675,True,11.960068941116333,47645,5,strash; if -K 5,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n18,11,anf_n18_11,anf_n18_11,18,208,external_ros_lut_k3,3,1678464,2968081,3008663,1330199,73783,73784,73802,2003187.175,True,9.209402322769165,73783,3,strash; if -K 3,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n18,11,anf_n18_11,anf_n18_11,18,208,external_ros_lut_k4,4,2444552,4138447,4175077,1730525,48852,48854,48871,2787729.2849999997,True,9.73717713356018,48852,4,strash; if -K 4,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n18,11,anf_n18_11,anf_n18_11,18,208,external_ros_lut_k5,5,3557112,5851253,5879753,2322641,35845,35848,35864,3974280.825,True,9.788028717041016,35845,5,strash; if -K 5,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n18,2,anf_n18_2,anf_n18_2,18,1218,external_ros_lut_k3,3,2210384,3911397,3965203,1754819,97197,97198,97216,2638262.1149999998,True,18.853731155395508,97197,3,strash; if -K 3,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n18,2,anf_n18_2,anf_n18_2,18,1218,external_ros_lut_k4,4,3252856,5509195,5558275,2305419,64137,64139,64156,3707930.1149999998,True,17.66019296646118,64137,4,strash; if -K 4,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n18,2,anf_n18_2,anf_n18_2,18,1218,external_ros_lut_k5,5,4778136,7863035,7900755,3122619,47402,47405,47421,5337204.915000001,True,15.33977198600769,47402,5,strash; if -K 5,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n18,3,anf_n18_3,anf_n18_3,18,2276,external_ros_lut_k3,3,2205344,3891925,3944283,1738939,97359,97360,97378,2632294.6350000002,True,15.250487804412842,97359,3,strash; if -K 3,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n18,3,anf_n18_3,anf_n18_3,18,2276,external_ros_lut_k4,4,3258704,5508853,5557379,2298675,64778,64780,64797,3714965.555,True,14.75795602798462,64778,4,strash; if -K 4,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n18,3,anf_n18_3,anf_n18_3,18,2276,external_ros_lut_k5,5,4760040,7821589,7858899,3098859,48384,48387,48403,5318549.635,True,13.657043218612671,48384,5,strash; if -K 5,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n18,4,anf_n18_4,anf_n18_4,18,417,external_ros_lut_k3,3,1976328,3506299,3556169,1579841,86843,86844,86862,2359408.9050000003,True,11.10643196105957,86843,3,strash; if -K 3,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n18,4,anf_n18_4,anf_n18_4,18,417,external_ros_lut_k4,4,2870000,4873895,4918837,2048837,56839,56841,56858,3272908.725,True,12.298248052597046,56839,4,strash; if -K 4,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n18,4,anf_n18_4,anf_n18_4,18,417,external_ros_lut_k5,5,4177056,6886225,6920421,2743365,41070,41073,41089,4665890.965000001,True,13.130131959915161,41070,5,strash; if -K 5,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n18,5,anf_n18_5,anf_n18_5,18,755,external_ros_lut_k3,3,2074752,3674333,3725199,1650447,91192,91193,91211,2476493.775,True,12.99501895904541,91192,3,strash; if -K 3,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n18,5,anf_n18_5,anf_n18_5,18,755,external_ros_lut_k4,4,3026464,5131275,5177981,2151517,60066,60068,60085,3451035.885,True,12.669176816940308,60066,4,strash; if -K 4,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n18,5,anf_n18_5,anf_n18_5,18,755,external_ros_lut_k5,5,4398080,7242387,7278377,2880297,43855,43858,43874,4913470.105,True,12.963403940200806,43855,5,strash; if -K 5,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n18,6,anf_n18_6,anf_n18_6,18,45,external_ros_lut_k3,3,405096,719043,729119,324023,17196,17197,17215,482428.7349999999,True,5.995927095413208,17196,3,strash; if -K 3,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n18,6,anf_n18_6,anf_n18_6,18,45,external_ros_lut_k4,4,592360,1004355,1012735,420375,11369,11371,11388,674670.975,True,5.76094913482666,11369,4,strash; if -K 4,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n18,6,anf_n18_6,anf_n18_6,18,45,external_ros_lut_k5,5,840000,1385999,1392489,552489,8157,8160,8176,938172.1849999999,True,5.833240032196045,8157,5,strash; if -K 5,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n18,7,anf_n18_7,anf_n18_7,18,1612,external_ros_lut_k3,3,2124800,3753915,3804829,1680029,93687,93688,93706,2536205.325,True,13.45239520072937,93687,3,strash; if -K 3,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n18,7,anf_n18_7,anf_n18_7,18,1612,external_ros_lut_k4,4,3132096,5298697,5345329,2213233,62031,62033,62050,3570422.145,True,12.508238077163696,62031,4,strash; if -K 4,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n18,7,anf_n18_7,anf_n18_7,18,1612,external_ros_lut_k5,5,4607072,7571755,7607209,3000137,46074,46077,46093,5146205.705,True,14.039604902267456,46074,5,strash; if -K 5,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n18,8,anf_n18_8,anf_n18_8,18,227,external_ros_lut_k3,3,1997608,3538097,3587197,1589589,87939,87940,87958,2384715.725,True,13.267181158065796,87939,3,strash; if -K 3,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n18,8,anf_n18_8,anf_n18_8,18,227,external_ros_lut_k4,4,2928944,4963611,5008149,2079205,57833,57835,57852,3339072.7249999996,True,12.971127033233643,57833,4,strash; if -K 4,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n18,8,anf_n18_8,anf_n18_8,18,227,external_ros_lut_k5,5,4234960,6970517,7004253,2769293,41993,41996,42012,4730529.404999999,True,13.72189211845398,41993,5,strash; if -K 5,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n18,9,anf_n18_9,anf_n18_9,18,12,external_ros_lut_k3,3,5016,9209,9401,4385,242,243,261,6055.225,True,4.7227818965911865,242,3,strash; if -K 3,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n18,9,anf_n18_9,anf_n18_9,18,12,external_ros_lut_k4,4,5456,9517,9629,4173,136,138,155,6298.845,True,4.7225048542022705,136,4,strash; if -K 4,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
n18,9,anf_n18_9,anf_n18_9,18,12,external_ros_lut_k5,5,7112,12023,12109,4997,92,95,111,8014.525000000001,True,4.62742805480957,92,5,strash; if -K 5,benchmark_exports/mega_highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,1,majority_n3,majority_n3,3,3,external_ros_lut_k3,3,24,43,43,19,1,1,5,28.555,True,0.04091691970825195,1,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,1,majority_n3,majority_n3,3,3,external_ros_lut_k4,4,24,43,43,19,1,1,5,28.555,True,0.039582014083862305,1,3,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,1,majority_n3,majority_n3,3,3,external_ros_lut_k5,5,24,43,43,19,1,1,5,28.555,True,0.038887977600097656,1,3,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,0,parity_n3,parity_n3,3,3,external_ros_lut_k3,3,0,7,7,7,1,1,5,2.455,True,0.04015374183654785,1,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,0,parity_n3,parity_n3,3,3,external_ros_lut_k4,4,0,7,7,7,1,1,5,2.455,True,0.040367841720581055,1,3,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,0,parity_n3,parity_n3,3,3,external_ros_lut_k5,5,0,7,7,7,1,1,5,2.455,True,0.0418391227722168,1,3,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,2,threshold2_n3,threshold2_n3,3,3,external_ros_lut_k3,3,24,43,43,19,1,1,5,28.555,True,0.039791107177734375,1,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,2,threshold2_n3,threshold2_n3,3,3,external_ros_lut_k4,4,24,43,43,19,1,1,5,28.555,True,0.03918170928955078,1,3,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,2,threshold2_n3,threshold2_n3,3,3,external_ros_lut_k5,5,24,43,43,19,1,1,5,28.555,True,0.04157590866088867,1,3,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,13,adder_carry_w2,adder_carry_w2,4,3,external_ros_lut_k3,3,88,155,157,69,4,5,9,107.245,True,0.046247005462646484,4,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,13,adder_carry_w2,adder_carry_w2,4,3,external_ros_lut_k4,4,40,67,67,27,1,2,6,47.955000000000005,True,0.04559206962585449,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,13,adder_carry_w2,adder_carry_w2,4,3,external_ros_lut_k5,5,40,67,67,27,1,2,6,47.955000000000005,True,0.04982113838195801,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,4,majority_n4,majority_n4,4,5,external_ros_lut_k3,3,88,155,157,69,4,5,9,107.245,True,0.04008793830871582,4,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,4,majority_n4,majority_n4,4,5,external_ros_lut_k4,4,88,143,143,55,1,3,6,102.41499999999999,True,0.039566755294799805,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,4,majority_n4,majority_n4,4,5,external_ros_lut_k5,5,88,143,143,55,1,3,6,102.41499999999999,True,0.039370059967041016,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,15,mul_w2_bit1,mul_w2_bit1,4,2,external_ros_lut_k3,3,64,115,117,53,3,4,8,78.88499999999999,True,0.04944491386413574,3,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,15,mul_w2_bit1,mul_w2_bit1,4,2,external_ros_lut_k4,4,16,29,29,13,1,1,6,19.724999999999998,True,0.04951786994934082,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,15,mul_w2_bit1,mul_w2_bit1,4,2,external_ros_lut_k5,5,16,29,29,13,1,1,6,19.724999999999998,True,0.049295902252197266,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,3,parity_n4,parity_n4,4,4,external_ros_lut_k3,3,40,93,97,57,5,5,10,55.745,True,0.04356193542480469,5,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,3,parity_n4,parity_n4,4,4,external_ros_lut_k4,4,0,9,9,9,1,1,6,2.585,True,0.04154396057128906,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,3,parity_n4,parity_n4,4,4,external_ros_lut_k5,5,0,9,9,9,1,1,6,2.585,True,0.04085803031921387,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
